year,month,graph_type,metric_type,metric_name,node,value
2021,1,A,nodal_metrics,BC,0,0.003661029186259894
2021,1,A,nodal_metrics,BC,1,0.0
2021,1,A,nodal_metrics,BC,2,0.0004315229621911389
2021,1,A,nodal_metrics,BC,3,0.0017039498225899258
2021,1,A,nodal_metrics,BC,4,0.0
2021,1,A,nodal_metrics,BC,5,9.180652499552846e-05
2021,1,A,nodal_metrics,BC,6,0.0009341366560499946
2021,1,A,nodal_metrics,BC,7,0.0
2021,1,A,nodal_metrics,BC,8,0.0
2021,1,A,nodal_metrics,BC,9,0.00028865813852504567
2021,1,A,nodal_metrics,BC,10,0.0013800167843775997
2021,1,A,nodal_metrics,BC,11,0.0008011992273772155
2021,1,A,nodal_metrics,BC,12,2.9992930709852965e-06
2021,1,A,nodal_metrics,BC,13,0.021315252742669568
2021,1,A,nodal_metrics,BC,14,0.0009430247174440291
2021,1,A,nodal_metrics,BC,15,0.0006692439523515353
2021,1,A,nodal_metrics,BC,16,0.0008197316403200656
2021,1,A,nodal_metrics,BC,17,0.0008444467047421298
2021,1,A,nodal_metrics,BC,18,0.0017252063397336724
2021,1,A,nodal_metrics,BC,19,0.0005376357366332979
2021,1,A,nodal_metrics,BC,20,0.001113211901002731
2021,1,A,nodal_metrics,BC,21,0.003212978049367604
2021,1,A,nodal_metrics,BC,22,0.0003666359545878981
2021,1,A,nodal_metrics,BC,23,0.0004064546327686128
2021,1,A,nodal_metrics,BC,24,0.00010677585395360123
2021,1,A,nodal_metrics,BC,25,0.00011532533305584016
2021,1,A,nodal_metrics,BC,26,0.00032710876824793185
2021,1,A,nodal_metrics,BC,27,0.0
2021,1,A,nodal_metrics,BC,28,0.0
2021,1,A,nodal_metrics,BC,29,0.001404572335998022
2021,1,A,nodal_metrics,BC,30,0.0
2021,1,A,nodal_metrics,BC,31,0.003558786755215493
2021,1,A,nodal_metrics,BC,32,0.0
2021,1,A,nodal_metrics,BC,33,0.0004122603201352672
2021,1,A,nodal_metrics,BC,34,0.00047025151078331504
2021,1,A,nodal_metrics,BC,35,0.0001268829131931492
2021,1,A,nodal_metrics,BC,36,4.612854876043398e-05
2021,1,A,nodal_metrics,BC,37,0.00010631091983523282
