year,month,graph_type,metric_type,metric_name,node,value
2019,1,A,nodal_metrics,BC,0,0.0017177821602131593
2019,1,A,nodal_metrics,BC,1,0.0
2019,1,A,nodal_metrics,BC,2,0.00013928796675753685
2019,1,A,nodal_metrics,BC,3,0.0009308854985634123
2019,1,A,nodal_metrics,BC,4,0.0
2019,1,A,nodal_metrics,BC,5,1.1254419083766204e-05
2019,1,A,nodal_metrics,BC,6,0.0012925523063111771
2019,1,A,nodal_metrics,BC,7,1.7807739946194768e-05
2019,1,A,nodal_metrics,BC,8,0.0
2019,1,A,nodal_metrics,BC,9,0.0003890261222810131
2019,1,A,nodal_metrics,BC,10,0.0030206684130923396
2019,1,A,nodal_metrics,BC,11,0.0008663946017839662
2019,1,A,nodal_metrics,BC,12,3.48752630231293e-05
2019,1,A,nodal_metrics,BC,13,0.012032047723150217
2019,1,A,nodal_metrics,BC,14,0.002163176799813851
2019,1,A,nodal_metrics,BC,15,0.0017272714111331493
2019,1,A,nodal_metrics,BC,16,0.0002860115662065068
2019,1,A,nodal_metrics,BC,17,0.00043935145683619413
2019,1,A,nodal_metrics,BC,18,0.000989950629819576
2019,1,A,nodal_metrics,BC,19,0.0014636434705544979
2019,1,A,nodal_metrics,BC,20,0.001102022944812751
2019,1,A,nodal_metrics,BC,21,0.00402711925465157
2019,1,A,nodal_metrics,BC,22,0.00034280513538609
2019,1,A,nodal_metrics,BC,23,0.00036746532929617706
2019,1,A,nodal_metrics,BC,24,0.0005645332793186203
2019,1,A,nodal_metrics,BC,25,0.00015737860657703554
2019,1,A,nodal_metrics,BC,26,0.0007744949107055369
2019,1,A,nodal_metrics,BC,27,0.0
2019,1,A,nodal_metrics,BC,28,0.0
2019,1,A,nodal_metrics,BC,29,0.0007643010698106706
2019,1,A,nodal_metrics,BC,30,0.0
2019,1,A,nodal_metrics,BC,31,0.004988401936592982
2019,1,A,nodal_metrics,BC,32,0.0
2019,1,A,nodal_metrics,BC,33,0.00013856664667361937
2019,1,A,nodal_metrics,BC,34,0.0015490457750507423
2019,1,A,nodal_metrics,BC,35,0.0006387809705723217
2019,1,A,nodal_metrics,BC,36,0.0003671437685018973
2019,1,A,nodal_metrics,BC,37,8.307807095232082e-05
2019,1,A,nodal_metrics,BC,38,0.0022045051500484466
2019,1,A,nodal_metrics,BC,39,0.0009858627727008739
2019,1,A,nodal_metrics,BC,40,0.014857684932257765
2019,1,A,nodal_metrics,BC,41,0.0001678072137148119
2019,1,A,nodal_metrics,BC,42,0.0005366044357853657
2019,1,A,nodal_metrics,BC,43,0.0004695998027703845
2019,1,A,nodal_metrics,BC,44,0.0016591074456646874
2019,1,A,nodal_metrics,BC,45,0.03436792867454567
2019,1,A,nodal_metrics,BC,46,0.0
2019,1,A,nodal_metrics,BC,47,0.0
2019,1,A,nodal_metrics,BC,48,0.0018312446188939145
2019,1,A,nodal_metrics,BC,49,6.334985775599002e-05
2019,1,A,nodal_metrics,BC,50,0.0008437200272908118
2019,1,A,nodal_metrics,BC,51,0.0006848806598487829
2019,1,A,nodal_metrics,BC,52,5.145302592813547e-05
2019,1,A,nodal_metrics,BC,53,0.0006169178140953499
2019,1,A,nodal_metrics,BC,54,0.00038855053340808564
2019,1,A,nodal_metrics,BC,55,0.0009775861639161093
2019,1,A,nodal_metrics,BC,56,0.003637060632537152
2019,1,A,nodal_metrics,BC,57,0.0
2019,1,A,nodal_metrics,BC,58,0.0008634401260053877
2019,1,A,nodal_metrics,BC,59,0.0016274909232532131
2019,1,A,nodal_metrics,BC,60,0.0015628707614585644
2019,1,A,nodal_metrics,BC,61,0.00041229311546385564
2019,1,A,nodal_metrics,BC,62,0.00021211203681732998
2019,1,A,nodal_metrics,BC,63,0.0009794396114972549
2019,1,A,nodal_metrics,BC,64,0.0007495768260369142
2019,1,A,nodal_metrics,BC,65,0.004731059631533656
2019,1,A,nodal_metrics,BC,66,0.00033682043653339617
2019,1,A,nodal_metrics,BC,67,9.87174345927906e-05
2019,1,A,nodal_metrics,BC,68,0.0007382587451279281
2019,1,A,nodal_metrics,BC,69,0.0007997129261531012
2019,1,A,nodal_metrics,BC,70,3.5333025955832836e-05
2019,1,A,nodal_metrics,BC,71,0.004433589800438027
2019,1,A,nodal_metrics,BC,72,0.0
2019,1,A,nodal_metrics,BC,73,0.0
2019,1,A,nodal_metrics,BC,74,0.002402855462367429
2019,1,A,nodal_metrics,BC,75,0.002088631078920324
2019,1,A,nodal_metrics,BC,76,0.024013278684455328
2019,1,A,nodal_metrics,BC,77,0.0
2019,1,A,nodal_metrics,BC,78,0.0
2019,1,A,nodal_metrics,BC,79,0.0
2019,1,A,nodal_metrics,BC,80,0.00010100543584780033
2019,1,A,nodal_metrics,BC,81,0.0005631738170250691
2019,1,A,nodal_metrics,BC,82,9.594661547123347e-07
2019,1,A,nodal_metrics,BC,83,0.01043363983907084
2019,1,A,nodal_metrics,BC,84,0.0038969306503062184
2019,1,A,nodal_metrics,BC,85,0.0
2019,1,A,nodal_metrics,BC,86,0.0026996256133911987
2019,1,A,nodal_metrics,BC,87,0.0
2019,1,A,nodal_metrics,BC,88,0.0007072067944479679
2019,1,A,nodal_metrics,BC,89,0.0
2019,1,A,nodal_metrics,BC,90,0.0
2019,1,A,nodal_metrics,BC,91,0.0006774736263682573
2019,1,A,nodal_metrics,BC,92,2.6529490704721444e-05
2019,1,A,nodal_metrics,BC,93,0.0003895941957226034
2019,1,A,nodal_metrics,BC,94,8.421332470553434e-06
2019,1,A,nodal_metrics,BC,95,0.0007408166405138977
2019,1,A,nodal_metrics,BC,96,0.0007160821241599962
2019,1,A,nodal_metrics,BC,97,0.0
2019,1,A,nodal_metrics,BC,98,0.0010646546115757388
2019,1,A,nodal_metrics,BC,99,0.0008936984405027959
2019,1,A,nodal_metrics,BC,100,0.0
2019,1,A,nodal_metrics,BC,101,0.0011831781961298394
2019,1,A,nodal_metrics,BC,102,0.0015198657454301833
2019,1,A,nodal_metrics,BC,103,0.002185815411031859
2019,1,A,nodal_metrics,BC,104,0.002719596581290535
2019,1,A,nodal_metrics,BC,105,0.00296984845483155
2019,1,A,nodal_metrics,BC,106,0.003930696553886501
2019,1,A,nodal_metrics,BC,107,0.004091999091228472
2019,1,A,nodal_metrics,BC,108,0.0
2019,1,A,nodal_metrics,BC,109,0.00720362633001575
2019,1,A,nodal_metrics,BC,110,0.009844180027301296
2019,1,A,nodal_metrics,BC,111,0.002021301710635031
2019,1,A,nodal_metrics,BC,112,0.01268164252522125
2019,1,A,nodal_metrics,BC,113,0.0
2019,1,A,nodal_metrics,BC,114,0.0031779297363041512
2019,1,A,nodal_metrics,BC,115,0.002282374397503035
2019,1,A,nodal_metrics,BC,116,0.003740967898740833
2019,1,A,nodal_metrics,BC,117,0.0002031226693153193
2019,1,A,nodal_metrics,BC,118,0.0007221672309837497
2019,1,A,nodal_metrics,BC,119,0.002250475519769772
2019,1,A,nodal_metrics,BC,120,0.0019770059351404226
2019,1,A,nodal_metrics,BC,121,0.0003435611824750809
2019,1,A,nodal_metrics,BC,122,0.00016535931396446607
2019,1,A,nodal_metrics,BC,123,0.00036495819618712636
2019,1,A,nodal_metrics,BC,124,0.000741932966812195
2019,1,A,nodal_metrics,BC,125,0.000262001925521127
2019,1,A,nodal_metrics,BC,126,0.0002711156949976579
2019,1,A,nodal_metrics,BC,127,0.0008035336956335486
2019,1,A,nodal_metrics,BC,128,1.528732607498963e-05
2019,1,A,nodal_metrics,BC,129,0.0008942173531281015
2019,1,A,nodal_metrics,BC,130,0.0008106672886865279
2019,1,A,nodal_metrics,BC,131,7.097796276212163e-07
2019,1,A,nodal_metrics,BC,132,0.00016772760618867107
2019,1,A,nodal_metrics,BC,133,0.0006399311052234446
2019,1,A,nodal_metrics,BC,134,0.0006379351763024917
2019,1,A,nodal_metrics,BC,135,0.0018460215487369554
2019,1,A,nodal_metrics,BC,136,0.0006130230556136408
2019,1,A,nodal_metrics,BC,137,0.000794056487181545
2019,1,A,nodal_metrics,BC,138,0.0007449459327722828
2019,1,A,nodal_metrics,BC,139,0.00030675294514095024
2019,1,A,nodal_metrics,BC,140,0.0
2019,1,A,nodal_metrics,BC,141,0.00031572871406576093
2019,1,A,nodal_metrics,BC,142,0.0004917294105097566
2019,1,A,nodal_metrics,BC,143,0.0
2019,1,A,nodal_metrics,BC,144,0.0034244651906040263
2019,1,A,nodal_metrics,BC,145,0.0002599661658251327
2019,1,A,nodal_metrics,BC,146,8.182453190997659e-05
2019,1,A,nodal_metrics,BC,147,0.00047196503079595305
2019,1,A,nodal_metrics,BC,148,0.00015302744369817496
2019,1,A,nodal_metrics,BC,149,0.0
2019,1,A,nodal_metrics,BC,150,0.0
2019,1,A,nodal_metrics,BC,151,0.003532930497243365
2019,1,A,nodal_metrics,BC,152,0.002668741030392588
2019,1,A,nodal_metrics,BC,153,0.0010591893466499367
2019,1,A,nodal_metrics,BC,154,0.0009210226821193784
2019,1,A,nodal_metrics,BC,155,0.00013537661686090937
2019,1,A,nodal_metrics,BC,156,0.002285439539587358
2019,1,A,nodal_metrics,BC,157,0.0042642063985888976
2019,1,A,nodal_metrics,BC,158,0.0
2019,1,A,nodal_metrics,BC,159,0.0036633876106021788
2019,1,A,nodal_metrics,BC,160,0.0003690626802081159
2019,1,A,nodal_metrics,BC,161,0.0008499989697523192
2019,1,A,nodal_metrics,BC,162,0.006543170762608051
2019,1,A,nodal_metrics,BC,163,0.0
2019,1,A,nodal_metrics,BC,164,0.0
2019,1,A,nodal_metrics,BC,165,0.0
2019,1,A,nodal_metrics,BC,166,0.004288759687032653
2019,1,A,nodal_metrics,BC,167,0.0022439241405489614
2019,1,A,nodal_metrics,BC,168,0.002442923179326945
2019,1,A,nodal_metrics,BC,169,0.0001419670497843052
2019,1,A,nodal_metrics,BC,170,0.0013966989419731202
2019,1,A,nodal_metrics,BC,171,0.0010917557965655828
2019,1,A,nodal_metrics,BC,172,0.0010262744086071845
2019,1,A,nodal_metrics,BC,173,0.00016185809059688304
