year,month,graph_type,metric_type,metric_name,node,value
2018,1,A,nodal_metrics,BC,0,0.0022286937827179485
2018,1,A,nodal_metrics,BC,1,0.0
2018,1,A,nodal_metrics,BC,2,0.0009179491617907862
2018,1,A,nodal_metrics,BC,3,0.0016400739890803128
2018,1,A,nodal_metrics,BC,4,0.0
2018,1,A,nodal_metrics,BC,5,1.040070263266921e-05
2018,1,A,nodal_metrics,BC,6,0.0016358805735850136
2018,1,A,nodal_metrics,BC,7,6.834526017509487e-06
2018,1,A,nodal_metrics,BC,8,0.0
2018,1,A,nodal_metrics,BC,9,0.0005152478852100729
2018,1,A,nodal_metrics,BC,10,0.0020061729872305496
2018,1,A,nodal_metrics,BC,11,0.0013378381882906657
2018,1,A,nodal_metrics,BC,12,7.703253100408942e-05
2018,1,A,nodal_metrics,BC,13,0.015253013617950964
2018,1,A,nodal_metrics,BC,14,0.0022078376779859645
2018,1,A,nodal_metrics,BC,15,0.0026024202208753057
2018,1,A,nodal_metrics,BC,16,0.0007756546225195699
2018,1,A,nodal_metrics,BC,17,0.0002850814182329016
2018,1,A,nodal_metrics,BC,18,0.003980654357029618
2018,1,A,nodal_metrics,BC,19,0.0008944576805368635
2018,1,A,nodal_metrics,BC,20,0.0007921047545751507
2018,1,A,nodal_metrics,BC,21,0.00528864034032565
2018,1,A,nodal_metrics,BC,22,0.00021208957868233745
2018,1,A,nodal_metrics,BC,23,0.0008091722890033737
2018,1,A,nodal_metrics,BC,24,8.880240323519543e-05
2018,1,A,nodal_metrics,BC,25,7.64230344934993e-05
2018,1,A,nodal_metrics,BC,26,0.00045854799818503654
2018,1,A,nodal_metrics,BC,27,0.0
2018,1,A,nodal_metrics,BC,28,0.0
2018,1,A,nodal_metrics,BC,29,0.0005240405763279717
2018,1,A,nodal_metrics,BC,30,0.0
2018,1,A,nodal_metrics,BC,31,0.003718974877141023
2018,1,A,nodal_metrics,BC,32,0.0
2018,1,A,nodal_metrics,BC,33,7.120747056062257e-05
2018,1,A,nodal_metrics,BC,34,0.0009920338678701575
2018,1,A,nodal_metrics,BC,35,0.000540800856240358
2018,1,A,nodal_metrics,BC,36,0.00024412247936370261
2018,1,A,nodal_metrics,BC,37,0.000483589795644187
2018,1,A,nodal_metrics,BC,38,0.0005290697798564329
