year,month,graph_type,metric_type,metric_name,node,value
2018,1,A,global_metrics,trans,global,0.4796082284502254
2018,1,A,global_metrics,avg_clustering,global,0.4476199697621812
2018,1,H,global_metrics,trans,global,0.17290040586949734
2018,1,H,global_metrics,avg_clustering,global,0.14047508042478726
2018,2,A,global_metrics,trans,global,0.48608703156011956
2018,2,A,global_metrics,avg_clustering,global,0.4496370915184805
2018,2,H,global_metrics,trans,global,0.14518231342535343
2018,2,H,global_metrics,avg_clustering,global,0.11434101517073195
2018,3,A,global_metrics,trans,global,0.47771332344995376
2018,3,A,global_metrics,avg_clustering,global,0.4435510560267479
2018,3,H,global_metrics,trans,global,0.14432264276720244
2018,3,H,global_metrics,avg_clustering,global,0.11478723514377182
2018,4,A,global_metrics,trans,global,0.47839199283430983
2018,4,A,global_metrics,avg_clustering,global,0.45301898677132607
2018,4,H,global_metrics,trans,global,0.1392168037124481
2018,4,H,global_metrics,avg_clustering,global,0.11200453315973441
2018,5,A,global_metrics,trans,global,0.4755178347327701
2018,5,A,global_metrics,avg_clustering,global,0.449256087039016
2018,5,H,global_metrics,trans,global,0.14271141487299807
2018,5,H,global_metrics,avg_clustering,global,0.11544021547234139
2018,6,A,global_metrics,trans,global,0.48822077573308437
2018,6,A,global_metrics,avg_clustering,global,0.4527350259028492
2018,6,H,global_metrics,trans,global,0.152023988005997
2018,6,H,global_metrics,avg_clustering,global,0.12787545265949574
2018,7,A,global_metrics,trans,global,0.4888954302767007
2018,7,A,global_metrics,avg_clustering,global,0.44814458597106915
2018,7,H,global_metrics,trans,global,0.142721217887726
2018,7,H,global_metrics,avg_clustering,global,0.1171840062219498
2018,8,A,global_metrics,trans,global,0.49226614704716226
2018,8,A,global_metrics,avg_clustering,global,0.4433671433309037
2018,8,H,global_metrics,trans,global,0.16248348745046234
2018,8,H,global_metrics,avg_clustering,global,0.13341774491413336
2018,9,A,global_metrics,trans,global,0.4698491057601458
2018,9,A,global_metrics,avg_clustering,global,0.4492871530530503
2018,9,H,global_metrics,trans,global,0.15137233157748822
2018,9,H,global_metrics,avg_clustering,global,0.1280499431007638
2018,10,A,global_metrics,trans,global,0.48126953863523797
2018,10,A,global_metrics,avg_clustering,global,0.45362181013742414
2018,10,H,global_metrics,trans,global,0.1459851563287101
2018,10,H,global_metrics,avg_clustering,global,0.12238472689631692
2018,11,A,global_metrics,trans,global,0.469737127235752
2018,11,A,global_metrics,avg_clustering,global,0.4478854303031617
2018,11,H,global_metrics,trans,global,0.15833698030634574
2018,11,H,global_metrics,avg_clustering,global,0.1365984643243409
2018,12,A,global_metrics,trans,global,0.48527606900030873
2018,12,A,global_metrics,avg_clustering,global,0.43863574797458843
2018,12,H,global_metrics,trans,global,0.15270484024043024
2018,12,H,global_metrics,avg_clustering,global,0.12573165892685118
